smiles,value,cano_smiles
C1=CC(=CC(=C1)I)CNC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)NC(=O)N)O,-2.537819095073274,NC(=O)NC1C(CO)OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C1O
C1CC(OC1)NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)N5C=C(C=N5)C(=O)NCC6=CC=C(C=C6)F,-1.1760912590556811,O=C(NCc1ccc(F)cc1)c1cnn(-c2nc(NC3CCCO3)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
CCOC(=O)C1C(C(=C(N=C1C)C2=COC=C2)C(=O)OCC)C=CC3=CC=CC=C3,-2.957607287060095,CCOC(=O)C1=C(c2ccoc2)N=C(C)C(C(=O)OCC)C1C=Cc1ccccc1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCN(CC5)CC6CCCCC6,-0.9867717342662448,Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NCC5=CC=C(C=C5)OC,-0.8401060944567578,COc1ccc(CNc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1
CCCCC#CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,-1.0334237554869496,CCCCC#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1
CNC1=NC(=NC2=C1N=CN2C3C4CC4(C(C3O)O)C(=O)NC)N5C=C(N=N5)C6=CC=C(S6)Cl,0.1366771398795441,CNC(=O)C12CC1C(n1cnc3c(NC)nc(-n4cc(-c5ccc(Cl)s5)nn4)nc31)C(O)C2O
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCN4CCN(CC4)C5=C(C=C(C=C5)Cl)F)O)O,-3.172310968521954,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)cc5F)CC4)nc32)C(O)C1O
CC(=O)NC1=NC(=NC(=C1)C=CC2=CC=C(C=C2)OC)C=CC3=CC=C(C=C3)OC,-2.710117365111816,COc1ccc(C=Cc2cc(NC(C)=O)nc(C=Cc3ccc(OC)cc3)n2)cc1
CC1(C(C(OC1N2C=NC3=C2N=C(N=C3NC4CC5CCC4C5)Cl)CO)O)O,-3.6522463410033232,CC1(O)C(O)C(CO)OC1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21
COC1=CC=C(C=C1)CC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)CCCC6=CC=CC=C6,-2.0791812460476247,COc1ccc(CC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)NCCC2=CC=C(C=C2)NC3=NC=NC4=C3N=CN4C5C(C(C(O5)C(=O)NC)O)O,-1.6532125137753435,CNC(=O)C1OC(n2cnc3c(Nc4ccc(CCNC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)ncnc32)C(O)C1O
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCN(CC5)C(=O)NC6CCCC6,-0.9684829485539352,Cn1cc2c(nc(NC(=O)NC3CCN(C(=O)NC4CCCC4)CC3)n3nc(-c4ccco4)nc23)n1
CCCSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O,-1.6464037262230695,CCCSCC1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
C1=CC=C(C=C1)C2=NC(=NN2)NC(=O)C3=CC=CC=C3,-2.4771212547196626,O=C(Nc1n[nH]c(-c2ccccc2)n1)c1ccccc1
CCCCC1=NC2=C(C3=NC(=NN13)C4=CC=C(C=C4)OCCC)NC=N2,0.2924298239020636,CCCCc1nc2nc[nH]c2c2nc(-c3ccc(OCCC)cc3)nn12
C1=CC(=CC(=C1)F)CNC2=NC(=C3C(=N2)SC(=N3)C4=CC=CO4)N,-1.5440680443502757,Nc1nc(NCc2cccc(F)c2)nc2sc(-c3ccco3)nc12
C1=CC2=C(C=C1O)C(=CN2)CCOC3=NC4=C(C(=N3)N)N=CN4C5C(C(C(O5)CO)O)O,-2.0791812460476247,Nc1nc(OCCc2c[nH]c3ccc(O)cc23)nc2c1ncn2C1OC(CO)C(O)C1O
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NCC4=CC=CC=C4,-2.0422801074983603,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)nc2n(CCC)c1=O
C1=CC(=CC(=C1)F)CNC(=O)C2=NC(=NC(=C2)C3=CC=CO3)N,-3.0265332645232967,Nc1nc(C(=O)NCc2cccc(F)c2)cc(-c2ccco2)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)N=C(NC5=CC=C(C=C5)F)NC6=CC=C(C=C6)F,-2.0863598306747484,Cn1cc2c(nc(N=C(Nc3ccc(F)cc3)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
CNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N4C=C(C=N4)C5=CC=CC=N5,-0.3010299956639812,CNc1nc(-n2cc(-c3ccccn3)cn2)nc2c1ncn2C1OC(CO)C(O)C1O
CCOC(=O)C1C(C(=C(N=C1C)C2=CC=CC=C2)C(=O)OCC)C#CC3=CC=CC=C3,-1.8864907251724816,CCOC(=O)C1=C(c2ccccc2)N=C(C)C(C(=O)OCC)C1C#Cc1ccccc1
CC(C)(C)CN1C=C2C(=N1)N=C(N=C2Cl)NC(=O)C3=CC=C(C=C3)F,-3.770852011642144,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccc(F)cc3)nc2n1
COC1=CC=C(C=C1)N2C(=O)N3C4=C(NC(=O)C3=N2)N=CC=C4,-0.5185139398778874,COc1ccc(-n2nc3c(=O)[nH]c4ncccc4n3c2=O)cc1
C#CCN1C(=O)C2=C(NC1=O)N=CN2,-3.4885507165004443,C#CCn1c(=O)[nH]c2nc[nH]c2c1=O
C1CC1C(=O)NC2=NC(=NC(=C2)C3=CC=CC=C3)C4=CC=CC=C4,-1.3979400086720375,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1
CCCCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CC=CC=C5OC,0.2441251443275086,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
C1=CC=C(C=C1)CCCN2C=C3C(=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)NC(=O)CC6=C(C=CC=C6Cl)Cl,-2.77887447200274,O=C(Cc1c(Cl)cccc1Cl)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
COCC1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O,-0.6232492903979004,COCC1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)OCCN4CCOCC4,-0.4377505628203879,Cn1c(=O)c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2n(C)c1=O
CC(C)(C)OC(=O)CCCCOOCCNC(=O)CC1=CC=C(C=C1)NC(=O)NC2=NC3=NN(C=C3C4=NC(=NN42)C5=CC=CO5)C,-1.8739015978644613,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCOOCCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1
COC1=CC(=CC(=C1OC)OC)NC2=NC3=C(S2)N=CN=C3Cl,-3.423245873936808,COc1cc(Nc2nc3c(Cl)ncnc3s2)cc(OC)c1OC
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCN4CCN(CC4)C5=CC(=C(C=C5)Cl)Cl)O)O,-2.8830933585756897,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)C(O)C1O
CC1=CC=C(C=C1)CNC(=O)N2CCC(CC2)NC(=O)NC3=NC4=NN(C=C4C5=NC(=NN53)C6=CC=CO6)C,-0.5910646070264992,Cc1ccc(CNC(=O)N2CCC(NC(=O)Nc3nc4nn(C)cc4c4nc(-c5ccco5)nn34)CC2)cc1
C1=CC=C(C=C1)CCN2C=C3C(=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)NC(=O)CCC[NH3+].[Cl-],-1.812913356642856,[Cl-].[NH3+]CCCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
C1CCC(C1)NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)O)O)O)Cl,-1.6232492903979006,OC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O
CN1C2=C(C=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC5CCCCC5,-2.705007959333336,Cn1ncc2nc(NC3CCCCC3)n3nc(-c4ccco4)nc3c21
CC(C1CC1)NC2=NC(=NC3=C2N=CN3C45CC4C(C(C5)O)O)Cl,-2.041392685158225,CC(Nc1nc(Cl)nc2c1ncn2C12CC(O)C(O)C1C2)C1CC1
CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)CC5=CC=C(C=C5)Cl,-3.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O
C1=CC(=CC=C1NC2=NC3=C(S2)N=CN=C3Cl)[N+](=O)[O-],-3.90036712865647,O=[N+]([O-])c1ccc(Nc2nc3c(Cl)ncnc3s2)cc1
CC1=NOC(=C1)OCC2=C(C=C(C=C2)Cl)CNC3=NC=NC4=C3N=CN4C5C(C(C(O5)C(=O)NC)N)O,-0.7634279935629373,CNC(=O)C1OC(n2cnc3c(NCc4cc(Cl)ccc4COc4cc(C)no4)ncnc32)C(O)C1N
C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)Cl)O)O,-1.8813846567705728,OC1COC(n2cnc3c(NCc4cccc(Cl)c4)ncnc32)C1O
CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)C(C#N)C3=CC=C(C=C3)Cl,-1.7323937598229686,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
C1=CC=C(C(=C1)CN2C3=NC(=NC(=C3N=N2)C4=CN=CS4)N)F,-3.250175948083925,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1
CCNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)NC4=CC=C(C=C4)C)N=CN3C5C(C(C(O5)CO)O)O,0.1549019599857432,CCNC(=O)c1cnn(-c2nc(Nc3ccc(C)cc3)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
CC1=CC=C(C=C1)NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)N5C=C(C=N5)CO,-1.9731278535996983,Cc1ccc(Nc2nc(-n3cc(CO)cn3)nc3c2ncn3C2OC(CO)C(O)C2O)cc1
CCSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O,-1.2430380486862944,CCSCC1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
CC1=CN=C(S1)C2=C3C(=NC(=N2)N)N(N=N3)CC4=CC=CC=C4F,-2.5289167002776547,Cc1cnc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)s1
C1CCC(C1)NC2=CC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-],-2.531478917042255,O=[N+]([O-])c1cc(NC2CCCC2)c2ncn(C3OC(CO)C(O)C3O)c2n1
COC1=CC=C(C=C1)C(=O)NC2=NC=NC(=C2)C3=CC=CC=C3,-2.903089986991944,COc1ccc(C(=O)Nc2cc(-c3ccccc3)ncn2)cc1
COC1=CC=CC=C1CNC2=NC(=NC3=C2N=CN3C4C(C(CS4)O)O)Cl,-1.2988530764097066,COc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SCC(O)C1O
C1CC(N(C1)C2=C3C(=NC=N2)SC(=N3)NC4=CC=C(C=C4)Cl)CO,-2.970346876230093,OCC1CCCN1c1ncnc2sc(Nc3ccc(Cl)cc3)nc12
CCCN1C(=O)C2=C(N=C(N2C)C3=CC=CC=C3)N(C1=O)CC4CCCO4,-2.800001827817969,CCCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(CC2CCCO2)c1=O
C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3NC(=O)CCCC5=CN(N=N5)CCCCCCNC(=O)C6=CC(=C(C=C6)C7=C8C=CC(=N)C(=C8OC9=C7C=CC(=C9S(=O)(=O)[O-])N)S(=O)(=O)[O-])C(=O)O,-0.8061799739838872,N=c1ccc2c(-c3ccc(C(=O)NCCCCCCn4cc(CCCC(=O)Nc5nc6ccc(Cl)cc6c6nc(-c7ccco7)nn56)nn4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)[O-])c3oc-2c1S(=O)(=O)[O-]
CC1=CC(=CC=C1)CNC(=O)C2C(C(C(S2)N3C=NC4=C3N=CN=C4NCC5=CC(=CC=C5)I)O)O,-1.9772662124272928,Cc1cccc(CNC(=O)C2SC(n3cnc4c(NCc5cccc(I)c5)ncnc43)C(O)C2O)c1
COCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,-1.6053050461411094,COCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CCCCCCCCCC1=CC=C(C=C1)O,-3.0342272607705505,CCCCCCCCCc1ccc(O)cc1
CC(C)CCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)CCC[NH3+].[Cl-],-1.9542425094393248,CC(C)CCn1cc2c(nc(NC(=O)CCC[NH3+])n3nc(-c4ccco4)nc23)n1.[Cl-]
CCOC(=O)C1=C(N=C(C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,-3.9190780923760737,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCNCC5,-1.8129133566428557,Cn1cc2c(nc(NC(=O)NC3CCNCC3)n3nc(-c4ccco4)nc23)n1
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O,0.0499760934766735,CCNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O
C1=CC=C(C=C1)CCN2C=C3C(=N2)N=C(N=C3Cl)NC(=O)C4=CC=C(C=C4)C(F)(F)F,-3.4471580313422194,O=C(Nc1nc(Cl)c2cn(CCc3ccccc3)nc2n1)c1ccc(C(F)(F)F)cc1
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)NCCO,-4.0,Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)NCCO)cc3)nc2n(C)c1=O
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NC(=O)NC4=CC=C(C=C4)S(=O)(=O)NC56CC7CC(C5)CC(C7)C6)O)O,-1.5440680443502757,CCNC(=O)C1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)NC56CC7CC(CC(C7)C5)C6)cc4)ncnc32)C(O)C1O
C1=CC=C(C=C1)CNC2=NC3=NC(=NN3C(=N2)NCC4=CC=CC=C4)C5=CC=CO5,-1.568201724066995,c1ccc(CNc2nc(NCc3ccccc3)n3nc(-c4ccco4)nc3n2)cc1
CC(C)(C)C(C)(C)NC1=NC2=NN(C=C2C3=NC(=NN31)C4=CC=CO4)C,-2.113943352306837,Cn1cc2c(nc(NC(C)(C)C(C)(C)C)n3nc(-c4ccco4)nc23)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)N=C(NC5=CC=C(C=C5)Br)NC6=CC=C(C=C6)Br,-2.537819095073274,Cn1cc2c(nc(N=C(Nc3ccc(Br)cc3)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
C1CN(CCC1CC2=CC=CC=C2)C(=O)C3C(C(C(S3)N4C=NC5=C4N=C(N=C5NCC6=CC(=CC=C6)I)Cl)O)O,-2.9434945159061026,O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCC(Cc2ccccc2)CC1
CCCCC1=CN(N=N1)C2=NC3=C(C(=N2)NC)N=CN3C4C(C(C(O4)C(=O)NCC)O)O,-0.7481880270062005,CCCCc1cn(-c2nc(NC)c3ncn(C4OC(C(=O)NCC)C(O)C4O)c3n2)nn1
C1C(C1NC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)C#CC5=CC=CC=C5)C6=CC=CC=C6,0.0655015487564322,OCC1OC(n2cnc3c(NC4CC4c4ccccc4)nc(C#Cc4ccccc4)nc32)C(O)C1O
CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)Cl)O)O,0.4001169279263121,CNC(=O)C1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4=NOC(=N4)C5=CC=C(C=C5)C#N,-2.806179973983887,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4noc(-c5ccc(C#N)cc5)n4)c3)nc2n(CCC)c1=O
CCOC(=O)C1=C(N=C(C(C1C2=CC=C(C=C2)OC)C(=O)OC)C)C,-3.612783856719736,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccc(OC)cc1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NCCCNC(=S)NC5=CC(=C(C=C5)C6=C7C=CC(=O)C=C7OC8=C6C=CC(=C8)O)C(=O)O,-3.378397900948137,Cn1cc2c(nc(NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NCCCCCO,-2.133538908370217,Cn1cc2c(nc(NCCCCCO)n3nc(-c4ccco4)nc23)n1
CCOC1=CC=CC=C1CNC2=NC(=NC3=C2N=CN3C45CC4C(C(C5)O)O)Cl,-1.1818435879447726,CCOc1ccccc1CNc1nc(Cl)nc2c1ncn2C12CC(O)C(O)C1C2
C1=CC=C2C(=C1)C=CC=C2N=C=S,-3.537567257152676,S=C=Nc1cccc2ccccc12
CCNC(=O)C1C(C(C(S1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O,0.0506099933550872,CCNC(=O)C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O
C#CCSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,-3.8444771757456815,C#CCSc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1
CCOC(=O)C1C(C(=C(N=C1C)C2=CC=C(C=C2)C)C(=O)OCC)C=CC3=CC=CC=C3,-3.960470777534299,CCOC(=O)C1=C(c2ccc(C)cc2)N=C(C)C(C(=O)OCC)C1C=Cc1ccccc1
C1=CC(=C(C(=C1)F)CN2C3=NC(=NC(=C3N=N2)C4=CC=CO4)N)F,-2.307496037913213,Nc1nc(-c2ccco2)c2nnn(Cc3c(F)cccc3F)c2n1
C1CC2(CCC1C2)NC3=NC(=NC4=C3N=CN4C5C(C(C(O5)CO)O)O)N6C=CC=N6,-3.103803720955957,OCC1OC(n2cnc3c(NC45CCC(CC4)C5)nc(-n4cccn4)nc32)C(O)C1O
CC(C)N(C)C(=O)C1=CC(=CC=C1)CN2C3=NC(=NC(=C3N=N2)C4=CC=CO4)N,-3.392169149489736,CC(C)N(C)C(=O)c1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1
CC(C)(C)C1=NC2=C(N1)C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,-2.060697840353612,CC(C)(C)c1nc2nc(-c3ccccc3)cc(-c3ccccc3)c2[nH]1
C1=CC=C(C=C1)CCCN2C=C3C(=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)NC(=O)COC6=CC=CC=C6,-1.6020599913279625,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
CCCCC#CC1=NC2=C(C(=N1)NOC)N=CN2C3C(C(C(O3)CO)O)O,-0.4471580313422192,CCCCC#Cc1nc(NOC)c2ncn(C3OC(CO)C(O)C3O)c2n1
CC1(C(C(OC1N2C=NC3=C2N=CN=C3NC4CC5CCC4C5)CSC6=CC=CC=C6F)O)O,-3.5415792439465807,CC1(O)C(O)C(CSc2ccccc2F)OC1n1cnc2c(NC3CC4CCC3C4)ncnc21
CC(C)C(C1CC1)NC2=NC(=NC3=C2N=CN3C4C5CC5C(C4O)O)Cl,-3.2355284469075487,CC(C)C(Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2CC21)C1CC1
COC1=CC=C(C=C1)NC(=O)NC2=NC3=C(C4=NC(=NN42)C5=CC=CO5)N(N=C3)CCC6=CC=CC=C6,-2.318063334962761,COc1ccc(NC(=O)Nc2nc3cnn(CCc4ccccc4)c3c3nc(-c4ccco4)nn23)cc1
CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=C(C=CC(=C4)Cl)OC)O)N,-1.1760912590556811,CNC(=O)C1OC(n2cnc3c(NCc4cc(Cl)ccc4OC)ncnc32)C(O)C1N
C1=CC=C(C=C1)CCN2C3=C(C=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)N,-2.780317312140151,Nc1nc2cnn(CCc3ccccc3)c2c2nc(-c3ccco3)nn12
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=C(C=C4)OC)N(C(=O)C5=CC=CC=C5)C(=O)C6=CC=CC=C6,-0.8375884382355113,COc1ccc(-c2nc3c4cn(C)nc4nc(N(C(=O)c4ccccc4)C(=O)c4ccccc4)n3n2)cc1
COC1=CC=C(C=C1)NC(=O)C2=NC(=NC3=CC=CC=C32)N,-1.9420080530223127,COc1ccc(NC(=O)c2nc(N)nc3ccccc23)cc1
C1CN(CCN1C2=NC3=NC(=NN3C(=N2)N)C4=CC=CO4)C(=O)CC5=CC=C(C=C5)Cl,-3.100370545117563,Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12
COC1=CC=C(C=C1)C(=O)NC2=NC(=NS2)C3=CC=CC=C3,-1.9138138523837167,COc1ccc(C(=O)Nc2nc(-c3ccccc3)ns2)cc1
CCCSC1=NC(=CC(=N1)OCC2CCCCC2)NC(=O)C,-1.3424226808222062,CCCSc1nc(NC(C)=O)cc(OCC2CCCCC2)n1
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F,-3.0,Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCN(CC5)C(=O)NC6CCCCC6,-1.1414497734004674,Cn1cc2c(nc(NC(=O)NC3CCN(C(=O)NC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1
CC(C)(C)C(=O)NC1=NC2=C(C=C(C=C2)Cl)C3=NC(=NN31)C4=CC=CO4,-2.3873898263387296,CC(C)(C)C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
C1=CC=C(C=C1)N2C=C3C(=N2)C(=O)NC(=N3)C4=CC=CS4,-2.615950051656401,O=c1[nH]c(-c2cccs2)nc2cn(-c3ccccc3)nc12
C1C2C1C(C(C2N3C=NC4=C3N=C(N=C4NCC5=CC(=CC=C5)Cl)Cl)O)O,-0.0253058652647702,OC1C(O)C(n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc32)C2CC12
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CC=CO5,-1.2041199826559248,Cn1cc2c(nc(NC(=O)Nc3ccco3)n3nc(-c4ccco4)nc23)n1
CN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5CCN(CC5)CC6CCCCC6.Cl,-0.9867717342662448,Cl.Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NC4=CC=C(C=C4)OCC(=O)NC5=CC=C(C=C5)I)O)O,-1.9304395947667,CCNC(=O)C1OC(n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(I)cc5)cc4)ncnc32)C(O)C1O
CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)F)N(C1=O)CC,-2.977723605288848,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CC)c1=O
CCC(=O)NC1=NC(=NC(=C1)C2=CC=C(C=C2)SC)C3=CC=C(C=C3)SC,-1.639486489268586,CCC(=O)Nc1cc(-c2ccc(SC)cc2)nc(-c2ccc(SC)cc2)n1
CC1=CC=C(C=C1)N2C=C3C4=CC=CC=C4N=C(C3=N2)NC(=O)C,-2.089905111439398,CC(=O)Nc1nc2ccccc2c2cn(-c3ccc(C)cc3)nc12
CCOC(=O)C1=NC(=NC2=NN(C=C12)C(C)C)NC(=O)C3=CC=CC=C3,-3.934498451243568,CCOC(=O)c1nc(NC(=O)c2ccccc2)nc2nn(C(C)C)cc12
C1=CC=C(C=C1)CCN2C=C3C(=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)NC(=O)NC6=CC(=CC=C6)Cl,-1.1139433523068367,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
C1=CC=C(C=C1)CCN2C=C3C(=N2)N=C(N4C3=NC(=N4)C5=CC=CO5)NC(=O)CC[NH3+],-1.9030899869919435,[NH3+]CCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
C1=CC=C(C=C1)CNC(=O)N2C=NC3=C(N=C(N=C32)N)C4=CC=CO4,-3.16790781000148,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1
CCOC1=CC(=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OCC)O)OCC)OCC,-3.683947130751512,CCOc1ccc(-c2oc3cc(OCC)cc(O)c3c(=O)c2OCC)c(OCC)c1
COC1=CC=C(C=C1)N2C(=O)N3C4=C(N=CC=C4)N=C(C3=N2)N,-2.198657086954422,COc1ccc(-n2nc3c(N)nc4ncccc4n3c2=O)cc1
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CCC(CC3)(CC4)CCC(=O)O,-4.0,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O
